Country name,Happiness Rank,Happiness score,Upperwhisker,Lowerwhisker,"Economy (GDP per Capita)	",Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
Finland,1,7.842,7.904,7.780,1.446,1.106,0.741,0.691,0.124,0.481
Denmark,2,7.620,7.687,7.552,1.502,1.108,0.763,0.686,0.208,0.485
Switzerland,3,7.571,7.643,7.500,1.566,1.079,0.816,0.653,0.204,0.413
Iceland,4,7.554,7.670,7.438,1.482,1.172,0.772,0.698,0.293,0.170
Netherlands,5,7.464,7.518,7.410,1.501,1.079,0.753,0.647,0.302,0.384
Norway,6,7.392,7.462,7.323,1.543,1.108,0.782,0.703,0.249,0.427
Sweden,7,7.363,7.433,7.293,1.478,1.062,0.763,0.685,0.244,0.448
Luxembourg,8,7.324,7.396,7.252,1.751,1.003,0.760,0.639,0.166,0.353
New Zealand,9,7.277,7.355,7.198,1.400,1.094,0.785,0.665,0.276,0.445
Austria,10,7.268,7.337,7.198,1.492,1.062,0.782,0.640,0.215,0.292
Australia,11,7.183,7.265,7.102,1.453,1.076,0.801,0.647,0.291,0.317
Israel,12,7.157,7.224,7.090,1.376,1.074,0.788,0.509,0.208,0.119
Germany,13,7.155,7.232,7.077,1.480,0.993,0.757,0.600,0.195,0.306
Canada,14,7.103,7.185,7.021,1.447,1.044,0.798,0.648,0.246,0.335
Ireland,15,7.085,7.164,7.006,1.644,1.092,0.753,0.606,0.238,0.367
Costa Rica,16,7.069,7.179,6.960,1.134,0.966,0.722,0.673,0.105,0.083
United Kingdom,17,7.064,7.138,6.990,1.423,1.062,0.757,0.580,0.340,0.306
Czech Republic,18,6.965,7.062,6.868,1.370,1.090,0.703,0.580,0.052,0.046
United States,19,6.951,7.047,6.856,1.533,1.030,0.621,0.554,0.252,0.154
Belgium,20,6.834,6.901,6.767,1.463,0.998,0.747,0.489,0.088,0.187
France,21,6.690,6.762,6.618,1.421,1.081,0.804,0.536,0.092,0.235
Bahrain,22,6.647,6.779,6.514,1.409,0.899,0.662,0.661,0.246,0.139
Malta,23,6.602,6.688,6.516,1.411,1.055,0.747,0.664,0.275,0.183
Taiwan Province of China,24,6.584,6.659,6.510,1.480,0.982,0.665,0.490,0.142,0.139
United Arab Emirates,25,6.561,6.637,6.484,1.555,0.860,0.594,0.670,0.236,0.223
Saudi Arabia,26,6.494,6.604,6.384,1.435,0.964,0.571,0.603,0.090,0.163
Spain,27,6.491,6.574,6.408,1.375,1.057,0.826,0.462,0.135,0.124
Italy,28,6.483,6.572,6.395,1.393,0.940,0.798,0.379,0.133,0.047
Slovenia,29,6.461,6.546,6.376,1.360,1.093,0.722,0.690,0.122,0.085
Guatemala,30,6.435,6.577,6.292,0.845,0.790,0.519,0.638,0.163,0.105
Uruguay,31,6.431,6.521,6.341,1.164,1.042,0.649,0.625,0.128,0.223
Singapore,32,6.377,6.460,6.293,1.695,1.019,0.897,0.664,0.176,0.547
Kosovo,33,6.372,6.487,6.257,0.937,0.807,0.483,0.593,0.356,0.014
Slovakia,34,6.331,6.411,6.251,1.304,1.066,0.653,0.468,0.107,0.018
Brazil,35,6.330,6.415,6.245,1.028,0.944,0.571,0.514,0.142,0.117
Mexico,36,6.317,6.420,6.213,1.126,0.830,0.634,0.585,0.092,0.089
Jamaica,37,6.309,6.615,6.004,0.891,0.932,0.599,0.618,0.099,0.035
Lithuania,38,6.255,6.344,6.167,1.350,1.065,0.612,0.476,0.056,0.073
Cyprus,39,6.223,6.319,6.128,1.377,0.765,0.801,0.464,0.178,0.061
Estonia,40,6.189,6.263,6.115,1.344,1.079,0.640,0.641,0.119,0.263
Panama,41,6.180,6.323,6.036,1.298,0.976,0.667,0.596,0.079,0.053
Uzbekistan,42,6.179,6.312,6.045,0.769,1.027,0.528,0.716,0.391,0.271
Chile,43,6.172,6.262,6.081,1.200,0.946,0.678,0.438,0.159,0.070
Poland,44,6.166,6.245,6.087,1.309,0.982,0.668,0.558,0.080,0.130
Kazakhstan,45,6.152,6.243,6.060,1.230,1.103,0.527,0.573,0.143,0.132
Romania,46,6.140,6.253,6.027,1.275,0.832,0.595,0.564,0.045,0.001
